time,origin,dest,count
2020-05-02,5,47,25
2020-05-03,2,3,157
2020-05-03,2,13,396
2020-05-03,2,16,481
2020-05-03,2,23,16
2020-05-03,2,30,108
2020-05-03,2,46,240
2020-05-03,3,2,139
2020-05-03,3,30,1333
2020-05-03,3,46,497
2020-05-03,4,18,239
2020-05-03,4,30,541
2020-05-03,1,48,365
2020-05-03,1,9,490
2020-05-03,1,20,21
2020-05-03,1,31,43
2020-05-03,1,26,330
2020-05-03,33,39,108
2020-05-03,33,27,407
2020-05-03,6,13,141
2020-05-03,6,10,719
2020-05-03,6,14,136
2020-05-03,6,21,242
2020-05-03,6,41,27
2020-05-03,8,20,17
2020-05-03,8,17,1215
2020-05-03,8,25,48
2020-05-03,8,43,616
2020-05-03,48,1,396
2020-05-03,48,9,49
2020-05-03,48,39,382
2020-05-03,48,20,362
2020-05-03,9,1,585
2020-05-03,9,48,17
2020-05-03,9,34,223
2020-05-03,9,40,16
2020-05-03,9,47,84
2020-05-03,39,33,149
2020-05-03,39,48,486
2020-05-03,39,9,17
2020-05-03,39,34,17
2020-05-03,12,43,334
2020-05-03,12,44,33
2020-05-03,12,46,484
2020-05-03,51,11,34
2020-05-03,13,2,345
2020-05-03,13,6,59
2020-05-03,13,16,78
2020-05-03,13,14,186
2020-05-03,13,45,70
2020-05-03,15,27,357
2020-05-03,15,36,2608
2020-05-03,16,2,267
2020-05-03,16,13,313
2020-05-03,16,19,24
2020-05-03,16,28,39
2020-05-03,16,46,59
2020-05-03,10,6,717
2020-05-03,10,37,16
2020-05-03,10,45,144
2020-05-03,10,5,79
2020-05-03,11,21,541
2020-05-03,11,29,492
2020-05-03,11,41,630
2020-05-03,14,6,122
2020-05-03,14,13,336
2020-05-03,14,18,252
2020-05-03,14,23,476
2020-05-03,14,29,213
2020-05-03,14,41,1205
2020-05-03,20,1,19
2020-05-03,20,48,380
2020-05-03,20,31,128
2020-05-03,17,8,1379
2020-05-03,17,25,88
2020-05-03,18,4,268
2020-05-03,18,14,114
2020-05-03,18,23,236
2020-05-03,18,30,39
2020-05-03,18,29,168
2020-05-03,19,16,47
2020-05-03,19,28,957
2020-05-03,21,6,150
2020-05-03,21,11,608
2020-05-03,21,41,346
2020-05-03,22,25,322
2020-05-03,22,50,114
2020-05-03,23,2,38
2020-05-03,23,13,17
2020-05-03,23,14,474
2020-05-03,23,18,272
2020-05-03,24,33,29
2020-05-03,24,47,37
2020-05-03,24,49,24
2020-05-03,25,8,38
2020-05-03,25,17,92
2020-05-03,25,22,517
2020-05-03,25,50,68
2020-05-03,27,33,552
2020-05-03,27,15,358
2020-05-03,27,32,150
2020-05-03,28,16,36
2020-05-03,28,19,867
2020-05-03,28,45,1617
2020-05-03,28,46,62
2020-05-03,28,5,100
2020-05-03,52,14,87
2020-05-03,30,2,86
2020-05-03,30,3,1464
2020-05-03,30,4,489
2020-05-03,30,18,28
2020-05-03,29,11,499
2020-05-03,29,14,134
2020-05-03,29,18,108
2020-05-03,29,41,38
2020-05-03,31,20,142
2020-05-03,31,26,802
2020-05-03,31,50,250
2020-05-03,32,24,82
2020-05-03,32,27,58
2020-05-03,32,36,117
2020-05-03,34,9,167
2020-05-03,34,39,35
2020-05-03,35,38,17
2020-05-03,36,15,2978
2020-05-03,36,32,108
2020-05-03,26,1,595
2020-05-03,26,31,848
2020-05-03,37,5,210
2020-05-03,38,35,27
2020-05-03,40,9,19
2020-05-03,40,47,175
2020-05-03,40,5,54
2020-05-03,41,11,601
2020-05-03,41,14,913
2020-05-03,41,21,392
2020-05-03,41,29,103
2020-05-03,42,47,30
2020-05-03,42,50,21
2020-05-03,43,8,576
2020-05-03,43,12,551
2020-05-03,43,25,24
2020-05-03,43,44,46
2020-05-03,44,12,30
2020-05-03,44,43,76
2020-05-03,45,13,87
2020-05-03,45,16,59
2020-05-03,45,10,102
2020-05-03,45,28,1649
2020-05-03,45,5,156
2020-05-03,46,2,353
2020-05-03,46,3,562
2020-05-03,46,12,547
2020-05-03,46,16,38
2020-05-03,46,28,49
2020-05-03,47,9,82
2020-05-03,47,34,38
2020-05-03,47,40,108
2020-05-03,47,42,34
2020-05-03,47,49,112
2020-05-03,49,24,34
2020-05-03,49,37,30
2020-05-03,49,47,97
2020-05-03,50,22,91
2020-05-03,50,25,53
2020-05-03,50,31,262
2020-05-03,50,44,54
2020-05-03,5,10,106
2020-05-03,5,28,123
2020-05-03,5,37,106
2020-05-03,5,40,66
2020-05-03,5,45,166
2020-05-03,5,47,26
2020-05-04,2,3,325
2020-05-04,2,13,428
2020-05-04,2,16,598
2020-05-04,2,23,41
2020-05-04,2,30,478
2020-05-04,2,46,353
2020-05-04,3,2,222
2020-05-04,3,30,2363
2020-05-04,3,46,817
2020-05-04,4,18,407
2020-05-04,4,30,1238
2020-05-04,1,48,701
2020-05-04,1,9,806
2020-05-04,1,20,191
2020-05-04,1,31,23
2020-05-04,1,26,693
2020-05-04,33,39,211
2020-05-04,33,24,40
2020-05-04,33,27,740
2020-05-04,6,13,66
2020-05-04,6,10,1092
2020-05-04,6,14,115
2020-05-04,6,21,320
2020-05-04,6,41,51
2020-05-04,8,17,2106
2020-05-04,8,25,254
2020-05-04,8,43,835
2020-05-04,48,1,1022
2020-05-04,48,9,83
2020-05-04,48,39,588
2020-05-04,48,20,1257
2020-05-04,9,1,1677
2020-05-04,9,48,59
2020-05-04,9,39,19
2020-05-04,9,34,600
2020-05-04,9,26,48
2020-05-04,9,40,110
2020-05-04,9,42,56
2020-05-04,9,47,58
2020-05-04,39,33,180
2020-05-04,39,48,2130
2020-05-04,39,34,157
2020-05-04,12,43,728
2020-05-04,12,44,68
2020-05-04,12,46,683
2020-05-04,13,2,523
2020-05-04,13,6,55
2020-05-04,13,16,84
2020-05-04,13,14,289
2020-05-04,13,28,31
2020-05-04,13,45,270
2020-05-04,15,27,573
2020-05-04,15,36,3753
2020-05-04,16,2,466
2020-05-04,16,13,23
2020-05-04,16,19,31
2020-05-04,16,28,61
2020-05-04,16,45,78
2020-05-04,16,46,83
2020-05-04,10,6,1123
2020-05-04,10,45,194
2020-05-04,10,46,17
2020-05-04,10,5,131
2020-05-04,11,51,67
2020-05-04,11,21,514
2020-05-04,11,29,983
2020-05-04,11,41,720
2020-05-04,14,6,73
2020-05-04,14,13,403
2020-05-04,14,18,225
2020-05-04,14,23,731
2020-05-04,14,29,297
2020-05-04,14,41,1863
2020-05-04,20,1,164
2020-05-04,20,48,881
2020-05-04,20,31,319
2020-05-04,17,8,2350
2020-05-04,17,25,170
2020-05-04,18,4,499
2020-05-04,18,14,99
2020-05-04,18,23,277
2020-05-04,18,30,54
2020-05-04,18,29,213
2020-05-04,19,16,67
2020-05-04,19,28,2369
2020-05-04,21,6,221
2020-05-04,21,11,681
2020-05-04,21,41,371
2020-05-04,22,25,737
2020-05-04,22,50,226
2020-05-04,23,2,55
2020-05-04,23,14,666
2020-05-04,23,18,362
2020-05-04,24,33,34
2020-05-04,24,32,256
2020-05-04,24,34,27
2020-05-04,24,49,64
2020-05-04,25,8,170
2020-05-04,25,17,146
2020-05-04,25,22,940
2020-05-04,25,50,87
2020-05-04,27,33,940
2020-05-04,27,15,606
2020-05-04,27,32,236
2020-05-04,28,16,66
2020-05-04,28,19,2163
2020-05-04,28,45,3068
2020-05-04,28,5,131
2020-05-04,30,2,400
2020-05-04,30,3,2807
2020-05-04,30,4,1775
2020-05-04,29,11,1134
2020-05-04,29,14,303
2020-05-04,29,18,103
2020-05-04,29,41,152
2020-05-04,31,1,130
2020-05-04,31,20,365
2020-05-04,31,26,1836
2020-05-04,31,50,401
2020-05-04,32,24,294
2020-05-04,32,27,121
2020-05-04,32,36,195
2020-05-04,32,49,44
2020-05-04,34,9,500
2020-05-04,34,39,32
2020-05-04,34,24,56
2020-05-04,34,47,35
2020-05-04,35,38,24
2020-05-04,36,15,4861
2020-05-04,36,32,166
2020-05-04,26,1,2089
2020-05-04,26,9,60
2020-05-04,26,31,2411
2020-05-04,37,49,42
2020-05-04,37,5,268
2020-05-04,38,35,19
2020-05-04,40,9,38
2020-05-04,40,28,18
2020-05-04,40,42,20
2020-05-04,40,47,266
2020-05-04,40,5,88
2020-05-04,41,6,73
2020-05-04,41,11,961
2020-05-04,41,14,1546
2020-05-04,41,21,1556
2020-05-04,41,29,357
2020-05-04,42,9,29
2020-05-04,42,40,25
2020-05-04,42,50,62
2020-05-04,43,8,1393
2020-05-04,43,12,714
2020-05-04,43,25,41
2020-05-04,43,44,103
2020-05-04,44,12,102
2020-05-04,44,43,60
2020-05-04,44,50,194
2020-05-04,45,13,174
2020-05-04,45,16,184
2020-05-04,45,10,204
2020-05-04,45,28,3475
2020-05-04,45,5,272
2020-05-04,46,2,421
2020-05-04,46,3,1166
2020-05-04,46,7,30
2020-05-04,46,12,703
2020-05-04,46,16,86
2020-05-04,47,9,72
2020-05-04,47,24,35
2020-05-04,47,34,143
2020-05-04,47,40,249
2020-05-04,47,42,35
2020-05-04,47,49,124
2020-05-04,49,24,163
2020-05-04,49,32,40
2020-05-04,49,37,63
2020-05-04,49,47,186
2020-05-04,50,22,272
2020-05-04,50,25,177
2020-05-04,50,31,535
2020-05-04,50,42,146
2020-05-04,50,43,41
2020-05-04,50,44,156
2020-05-04,5,10,157
2020-05-04,5,28,249
2020-05-04,5,37,223
2020-05-04,5,40,124
2020-05-04,5,45,207
2020-05-04,5,47,26
2020-05-05,2,3,408
2020-05-05,2,13,399
2020-05-05,2,16,685
2020-05-05,2,30,470
2020-05-05,2,46,411
2020-05-05,3,2,254
2020-05-05,3,30,2441
2020-05-05,3,46,1031
2020-05-05,4,17,43
2020-05-05,4,18,397
2020-05-05,4,30,1417
2020-05-05,1,48,728
2020-05-05,1,9,870
2020-05-05,1,20,154
2020-05-05,1,31,36
2020-05-05,1,26,778
2020-05-05,33,39,265
2020-05-05,33,24,27
2020-05-05,33,27,784
2020-05-05,6,13,60
2020-05-05,6,10,1378
2020-05-05,6,14,145
2020-05-05,6,21,348
2020-05-05,6,41,79
2020-05-05,8,17,2457
2020-05-05,8,25,197
2020-05-05,8,43,1006
2020-05-05,48,1,1234
2020-05-05,48,9,105
2020-05-05,48,39,647
2020-05-05,48,20,1345
2020-05-05,9,1,2017
2020-05-05,9,48,46
2020-05-05,9,34,654
2020-05-05,9,26,79
2020-05-05,9,40,92
2020-05-05,9,42,32
2020-05-05,9,47,93
2020-05-05,39,33,190
2020-05-05,39,48,2373
2020-05-05,39,34,166
2020-05-05,12,43,781
2020-05-05,12,44,80
2020-05-05,12,46,912
2020-05-05,51,11,69
2020-05-05,13,2,638
2020-05-05,13,6,54
2020-05-05,13,16,173
2020-05-05,13,14,297
2020-05-05,13,45,288
2020-05-05,15,27,560
2020-05-05,15,36,3809
2020-05-05,16,2,678
2020-05-05,16,13,32
2020-05-05,16,19,45
2020-05-05,16,28,97
2020-05-05,16,45,100
2020-05-05,16,46,132
2020-05-05,10,6,1034
2020-05-05,10,45,175
2020-05-05,10,5,99
2020-05-05,11,51,25
2020-05-05,11,21,587
2020-05-05,11,29,1008
2020-05-05,11,41,2006
2020-05-05,14,6,37
2020-05-05,14,13,399
2020-05-05,14,18,286
2020-05-05,14,23,789
2020-05-05,14,28,16
2020-05-05,14,29,350
2020-05-05,14,41,2024
2020-05-05,14,49,16
2020-05-05,20,1,149
2020-05-05,20,48,1153
2020-05-05,20,31,405
2020-05-05,17,8,2829
2020-05-05,17,25,177
2020-05-05,18,4,578
2020-05-05,18,14,140
2020-05-05,18,23,240
2020-05-05,18,30,58
2020-05-05,18,29,261
2020-05-05,19,16,40
2020-05-05,19,28,2506
2020-05-05,21,6,251
2020-05-05,21,11,706
2020-05-05,21,41,507
2020-05-05,22,25,625
2020-05-05,22,50,285
2020-05-05,23,2,43
2020-05-05,23,14,654
2020-05-05,23,18,334
2020-05-05,24,33,30
2020-05-05,24,32,313
2020-05-05,24,34,32
2020-05-05,24,47,18
2020-05-05,24,49,32
2020-05-05,25,8,154
2020-05-05,25,17,195
2020-05-05,25,22,1035
2020-05-05,25,50,127
2020-05-05,27,33,940
2020-05-05,27,15,637
2020-05-05,27,32,171
2020-05-05,28,16,76
2020-05-05,28,19,2376
2020-05-05,28,45,3296
2020-05-05,28,5,135
2020-05-05,30,2,492
2020-05-05,30,3,3058
2020-05-05,30,4,2059
2020-05-05,30,18,33
2020-05-05,29,11,1233
2020-05-05,29,14,388
2020-05-05,29,18,129
2020-05-05,29,41,142
2020-05-05,31,1,142
2020-05-05,31,20,480
2020-05-05,31,26,1890
2020-05-05,31,50,505
2020-05-05,32,24,304
2020-05-05,32,27,266
2020-05-05,32,36,140
2020-05-05,32,49,69
2020-05-05,34,9,437
2020-05-05,34,39,50
2020-05-05,34,24,29
2020-05-05,34,47,39
2020-05-05,35,38,38
2020-05-05,36,15,4850
2020-05-05,36,32,209
2020-05-05,26,1,2203
2020-05-05,26,9,76
2020-05-05,26,31,2500
2020-05-05,37,5,324
2020-05-05,40,9,42
2020-05-05,40,28,25
2020-05-05,40,42,23
2020-05-05,40,47,292
2020-05-05,40,5,67
2020-05-05,41,6,108
2020-05-05,41,11,894
2020-05-05,41,14,1781
2020-05-05,41,21,1430
2020-05-05,41,23,16
2020-05-05,41,29,359
2020-05-05,42,9,27
2020-05-05,42,47,29
2020-05-05,42,50,83
2020-05-05,43,8,1555
2020-05-05,43,12,915
2020-05-05,43,25,30
2020-05-05,43,44,63
2020-05-05,44,12,118
2020-05-05,44,19,31
2020-05-05,44,43,96
2020-05-05,44,50,262
2020-05-05,45,13,224
2020-05-05,45,16,208
2020-05-05,45,10,174
2020-05-05,45,28,3672
2020-05-05,45,5,221
2020-05-05,46,2,439
2020-05-05,46,3,1185
2020-05-05,46,7,31
2020-05-05,46,12,728
2020-05-05,46,16,56
2020-05-05,47,9,74
2020-05-05,47,34,212
2020-05-05,47,40,314
2020-05-05,47,42,44
2020-05-05,47,49,91
2020-05-05,47,5,34
2020-05-05,49,24,249
2020-05-05,49,32,62
2020-05-05,49,37,56
2020-05-05,49,47,172
2020-05-05,50,22,232
2020-05-05,50,25,182
2020-05-05,50,31,609
2020-05-05,50,42,126
2020-05-05,50,43,36
2020-05-05,50,44,219
2020-05-05,5,10,145
2020-05-05,5,28,187
2020-05-05,5,37,214
2020-05-05,5,40,106
2020-05-05,5,45,214
2020-05-05,5,47,29
2020-05-06,2,3,360
2020-05-06,2,13,355
2020-05-06,2,16,780
2020-05-06,2,23,39
2020-05-06,2,30,453
2020-05-06,2,46,347
2020-05-06,3,2,175
2020-05-06,3,30,2522
2020-05-06,3,46,991
2020-05-06,4,18,410
2020-05-06,4,30,1163
2020-05-06,1,48,756
2020-05-06,1,9,858
2020-05-06,1,20,143
2020-05-06,1,31,79
2020-05-06,1,26,826
2020-05-06,33,39,309
2020-05-06,33,24,25
2020-05-06,33,27,683
2020-05-06,6,13,61
2020-05-06,6,10,1093
2020-05-06,6,14,130
2020-05-06,6,21,271
2020-05-06,6,41,48
2020-05-06,8,17,2308
2020-05-06,8,25,213
2020-05-06,8,43,939
2020-05-06,48,1,1259
2020-05-06,48,9,149
2020-05-06,48,39,575
2020-05-06,48,20,1510
2020-05-06,9,1,2055
2020-05-06,9,48,72
2020-05-06,9,34,564
2020-05-06,9,26,72
2020-05-06,9,40,110
2020-05-06,9,42,83
2020-05-06,9,47,90
2020-05-06,39,33,219
2020-05-06,39,48,2194
2020-05-06,39,9,26
2020-05-06,39,34,158
2020-05-06,12,43,690
2020-05-06,12,44,88
2020-05-06,12,46,668
2020-05-06,13,2,646
2020-05-06,13,6,63
2020-05-06,13,16,137
2020-05-06,13,14,258
2020-05-06,13,28,46
2020-05-06,13,45,276
2020-05-06,15,27,601
2020-05-06,15,36,3709
2020-05-06,16,2,639
2020-05-06,16,19,41
2020-05-06,16,28,87
2020-05-06,16,45,188
2020-05-06,16,46,118
2020-05-06,10,6,1200
2020-05-06,10,45,308
2020-05-06,10,5,73
2020-05-06,11,21,481
2020-05-06,11,29,1027
2020-05-06,11,41,786
2020-05-06,14,6,95
2020-05-06,14,13,344
2020-05-06,14,11,34
2020-05-06,14,18,186
2020-05-06,14,19,17
2020-05-06,14,23,748
2020-05-06,14,29,324
2020-05-06,14,41,2102
2020-05-06,20,1,197
2020-05-06,20,48,1253
2020-05-06,20,31,328
2020-05-06,17,8,2439
2020-05-06,17,25,169
2020-05-06,18,4,526
2020-05-06,18,14,114
2020-05-06,18,23,258
2020-05-06,18,30,59
2020-05-06,18,29,272
2020-05-06,19,16,34
2020-05-06,19,28,2525
2020-05-06,19,44,66
2020-05-06,21,6,236
2020-05-06,21,11,602
2020-05-06,21,41,500
2020-05-06,22,25,676
2020-05-06,22,50,317
2020-05-06,23,2,16
2020-05-06,23,14,672
2020-05-06,23,18,404
2020-05-06,24,33,28
2020-05-06,24,32,319
2020-05-06,24,34,29
2020-05-06,24,47,33
2020-05-06,24,49,35
2020-05-06,25,8,208
2020-05-06,25,17,167
2020-05-06,25,22,1057
2020-05-06,25,43,20
2020-05-06,25,50,140
2020-05-06,27,33,910
2020-05-06,27,15,589
2020-05-06,27,32,153
2020-05-06,28,16,72
2020-05-06,28,19,2171
2020-05-06,28,45,3154
2020-05-06,28,5,176
2020-05-06,30,2,420
2020-05-06,30,3,2965
2020-05-06,30,4,1875
2020-05-06,30,18,100
2020-05-06,29,11,1289
2020-05-06,29,14,307
2020-05-06,29,18,169
2020-05-06,29,41,167
2020-05-06,31,1,161
2020-05-06,31,20,302
2020-05-06,31,26,2083
2020-05-06,31,50,549
2020-05-06,32,24,322
2020-05-06,32,27,136
2020-05-06,32,36,172
2020-05-06,32,49,87
2020-05-06,34,9,529
2020-05-06,34,39,45
2020-05-06,34,24,63
2020-05-06,34,47,72
2020-05-06,35,38,22
2020-05-06,36,15,5062
2020-05-06,36,32,153
2020-05-06,26,1,2236
2020-05-06,26,9,105
2020-05-06,26,31,2642
2020-05-06,26,42,27
2020-05-06,37,47,30
2020-05-06,37,49,42
2020-05-06,37,5,348
2020-05-06,38,35,173
2020-05-06,40,9,50
2020-05-06,40,42,24
2020-05-06,40,47,308
2020-05-06,40,5,107
2020-05-06,41,6,131
2020-05-06,41,11,963
2020-05-06,41,14,1591
2020-05-06,41,21,1522
2020-05-06,41,29,428
2020-05-06,42,9,30
2020-05-06,42,40,27
2020-05-06,42,50,83
2020-05-06,43,8,1394
2020-05-06,43,12,979
2020-05-06,43,25,34
2020-05-06,43,44,95
2020-05-06,44,12,103
2020-05-06,44,43,54
2020-05-06,44,50,320
2020-05-06,45,13,222
2020-05-06,45,16,233
2020-05-06,45,10,211
2020-05-06,45,28,3332
2020-05-06,45,5,177
2020-05-06,46,2,282
2020-05-06,46,3,1119
2020-05-06,46,7,51
2020-05-06,46,12,709
2020-05-06,46,16,60
2020-05-06,46,10,22
2020-05-06,46,44,29
2020-05-06,47,9,85
2020-05-06,47,24,28
2020-05-06,47,34,302
2020-05-06,47,37,26
2020-05-06,47,40,299
2020-05-06,47,42,26
2020-05-06,47,49,112
2020-05-06,47,5,35
2020-05-06,49,24,175
2020-05-06,49,32,73
2020-05-06,49,37,33
2020-05-06,49,47,157
2020-05-06,50,22,319
2020-05-06,50,25,145
2020-05-06,50,31,574
2020-05-06,50,42,140
2020-05-06,50,44,191
2020-05-06,5,10,133
2020-05-06,5,28,228
2020-05-06,5,37,176
2020-05-06,5,40,84
2020-05-06,5,45,231
2020-05-06,5,47,28
2020-05-07,2,3,288
2020-05-07,2,13,456
2020-05-07,2,16,762
2020-05-07,2,30,524
2020-05-07,2,46,304
2020-05-07,3,2,239
2020-05-07,3,30,2468
2020-05-07,3,46,1008
2020-05-07,4,3,34
2020-05-07,4,11,27
2020-05-07,4,18,446
2020-05-07,4,30,1230
2020-05-07,1,48,663
2020-05-07,1,9,1042
2020-05-07,1,20,195
2020-05-07,1,31,47
2020-05-07,1,26,716
2020-05-07,33,39,365
2020-05-07,33,24,32
2020-05-07,33,27,708
2020-05-07,6,13,62
2020-05-07,6,10,1165
2020-05-07,6,14,95
2020-05-07,6,21,332
2020-05-07,6,41,26
2020-05-07,8,7,16
2020-05-07,8,17,2376
2020-05-07,8,25,304
2020-05-07,8,43,836
2020-05-07,48,1,1167
2020-05-07,48,9,98
2020-05-07,48,39,665
2020-05-07,48,20,1354
2020-05-07,9,1,1828
2020-05-07,9,48,78
2020-05-07,9,34,576
2020-05-07,9,26,56
2020-05-07,9,40,167
2020-05-07,9,42,57
2020-05-07,9,47,106
2020-05-07,39,33,237
2020-05-07,39,48,2257
2020-05-07,39,9,27
2020-05-07,39,34,142
2020-05-07,12,43,735
2020-05-07,12,44,101
2020-05-07,12,46,696
2020-05-07,51,11,17
2020-05-07,13,2,512
2020-05-07,13,6,54
2020-05-07,13,16,78
2020-05-07,13,14,234
2020-05-07,13,45,251
2020-05-07,15,27,603
2020-05-07,15,36,4329
2020-05-07,16,2,600
2020-05-07,16,13,32
2020-05-07,16,19,38
2020-05-07,16,28,96
2020-05-07,16,45,107
2020-05-07,16,46,87
2020-05-07,10,6,1100
2020-05-07,10,45,248
2020-05-07,10,5,83
2020-05-07,11,51,21
2020-05-07,11,21,509
2020-05-07,11,29,1024
2020-05-07,11,41,893
2020-05-07,14,6,127
2020-05-07,14,13,389
2020-05-07,14,18,243
2020-05-07,14,23,746
2020-05-07,14,29,301
2020-05-07,14,41,1875
2020-05-07,20,1,165
2020-05-07,20,48,983
2020-05-07,20,31,356
2020-05-07,17,8,2361
2020-05-07,17,25,185
2020-05-07,18,4,529
2020-05-07,18,14,84
2020-05-07,18,23,343
2020-05-07,18,30,18
2020-05-07,18,29,248
2020-05-07,19,16,22
2020-05-07,19,28,2638
2020-05-07,21,6,248
2020-05-07,21,11,708
2020-05-07,21,41,636
2020-05-07,22,25,620
2020-05-07,22,50,286
2020-05-07,23,2,46
2020-05-07,23,13,18
2020-05-07,23,14,618
2020-05-07,23,18,409
2020-05-07,24,33,35
2020-05-07,24,32,263
2020-05-07,24,34,27
2020-05-07,24,47,40
2020-05-07,24,49,23
2020-05-07,25,8,174
2020-05-07,25,17,172
2020-05-07,25,22,1034
2020-05-07,25,43,22
2020-05-07,25,50,128
2020-05-07,27,33,888
2020-05-07,27,15,747
2020-05-07,27,32,137
2020-05-07,27,36,25
2020-05-07,28,16,53
2020-05-07,28,19,2075
2020-05-07,28,45,3103
2020-05-07,28,5,140
2020-05-07,30,2,428
2020-05-07,30,3,3016
2020-05-07,30,4,1881
2020-05-07,30,18,65
2020-05-07,29,11,1208
2020-05-07,29,14,246
2020-05-07,29,18,109
2020-05-07,29,41,194
2020-05-07,31,1,142
2020-05-07,31,20,291
2020-05-07,31,26,1843
2020-05-07,31,50,526
2020-05-07,32,24,327
2020-05-07,32,27,191
2020-05-07,32,36,210
2020-05-07,32,49,48
2020-05-07,34,9,511
2020-05-07,34,39,35
2020-05-07,34,24,41
2020-05-07,34,47,58
2020-05-07,36,15,4557
2020-05-07,36,27,27
2020-05-07,36,32,178
2020-05-07,26,1,2071
2020-05-07,26,9,76
2020-05-07,26,31,2474
2020-05-07,37,5,227
2020-05-07,40,9,33
2020-05-07,40,42,24
2020-05-07,40,47,339
2020-05-07,40,5,111
2020-05-07,41,6,97
2020-05-07,41,11,2130
2020-05-07,41,14,1612
2020-05-07,41,21,1567
2020-05-07,41,29,285
2020-05-07,41,35,40
2020-05-07,42,9,34
2020-05-07,42,47,32
2020-05-07,42,50,68
2020-05-07,43,8,1569
2020-05-07,43,12,843
2020-05-07,43,25,52
2020-05-07,43,44,87
2020-05-07,44,12,75
2020-05-07,44,19,23
2020-05-07,44,43,58
2020-05-07,44,50,278
2020-05-07,45,13,333
2020-05-07,45,16,182
2020-05-07,45,10,189
2020-05-07,45,28,3425
2020-05-07,45,5,211
2020-05-07,46,2,350
2020-05-07,46,3,1066
2020-05-07,46,7,32
2020-05-07,46,12,661
2020-05-07,46,16,94
2020-05-07,46,10,22
2020-05-07,47,9,102
2020-05-07,47,24,24
2020-05-07,47,34,292
2020-05-07,47,37,33
2020-05-07,47,40,305
2020-05-07,47,42,22
2020-05-07,47,49,96
2020-05-07,47,5,59
2020-05-07,49,24,161
2020-05-07,49,32,68
2020-05-07,49,37,53
2020-05-07,49,47,206
2020-05-07,50,22,255
2020-05-07,50,25,139
2020-05-07,50,31,487
2020-05-07,50,42,159
2020-05-07,50,44,244
2020-05-07,5,10,122
2020-05-07,5,28,241
2020-05-07,5,37,173
2020-05-07,5,40,194
2020-05-07,5,45,268
2020-05-07,5,47,23
2020-05-08,2,3,356
2020-05-08,2,13,398
2020-05-08,2,16,653
2020-05-08,2,23,16
2020-05-08,2,30,459
2020-05-08,2,46,390
2020-05-08,3,2,219
2020-05-08,3,12,16
2020-05-08,3,30,2494
2020-05-08,3,46,972
2020-05-08,4,6,18
2020-05-08,4,18,441
2020-05-08,4,30,1331
2020-05-08,1,48,723
2020-05-08,1,9,918
2020-05-08,1,20,152
2020-05-08,1,31,84
2020-05-08,1,26,683
2020-05-08,33,39,208
2020-05-08,33,24,47
2020-05-08,33,27,694
2020-05-08,6,13,62
2020-05-08,6,10,1153
2020-05-08,6,14,174
2020-05-08,6,21,435
2020-05-08,6,41,80
2020-05-08,8,7,18
2020-05-08,8,17,2330
2020-05-08,8,25,161
2020-05-08,8,38,18
2020-05-08,8,43,949
2020-05-08,48,1,1086
2020-05-08,48,9,135
2020-05-08,48,39,581
2020-05-08,48,20,1335
2020-05-08,9,1,1828
2020-05-08,9,48,71
2020-05-08,9,34,512
2020-05-08,9,26,48
2020-05-08,9,40,77
2020-05-08,9,42,28
2020-05-08,9,47,73
2020-05-08,39,33,219
2020-05-08,39,48,2101
2020-05-08,39,9,17
2020-05-08,39,34,152
2020-05-08,12,43,747
2020-05-08,12,44,75
2020-05-08,12,46,650
2020-05-08,13,2,582
2020-05-08,13,6,46
2020-05-08,13,16,83
2020-05-08,13,14,260
2020-05-08,13,28,16
2020-05-08,13,45,304
2020-05-08,15,27,528
2020-05-08,15,36,3938
2020-05-08,16,2,576
2020-05-08,16,13,32
2020-05-08,16,19,49
2020-05-08,16,28,90
2020-05-08,16,45,122
2020-05-08,16,46,91
2020-05-08,10,6,1104
2020-05-08,10,45,129
2020-05-08,10,5,115
2020-05-08,11,51,40
2020-05-08,11,21,546
2020-05-08,11,29,1119
2020-05-08,11,41,1285
2020-05-08,14,4,16
2020-05-08,14,6,135
2020-05-08,14,13,354
2020-05-08,14,18,197
2020-05-08,14,21,16
2020-05-08,14,23,765
2020-05-08,14,27,16
2020-05-08,14,29,333
2020-05-08,14,41,2128
2020-05-08,14,45,16
2020-05-08,20,1,142
2020-05-08,20,48,1001
2020-05-08,20,31,349
2020-05-08,17,8,2753
2020-05-08,17,25,177
2020-05-08,18,4,482
2020-05-08,18,14,201
2020-05-08,18,23,250
2020-05-08,18,30,83
2020-05-08,18,29,284
2020-05-08,19,16,61
2020-05-08,19,28,2607
2020-05-08,21,6,215
2020-05-08,21,11,633
2020-05-08,21,41,620
2020-05-08,22,25,651
2020-05-08,22,50,321
2020-05-08,23,2,67
2020-05-08,23,14,681
2020-05-08,23,18,357
2020-05-08,24,33,30
2020-05-08,24,32,309
2020-05-08,24,34,24
2020-05-08,24,47,29
2020-05-08,24,49,138
2020-05-08,25,8,172
2020-05-08,25,17,172
2020-05-08,25,22,1125
2020-05-08,25,43,20
2020-05-08,25,50,108
2020-05-08,27,33,888
2020-05-08,27,15,656
2020-05-08,27,32,177
2020-05-08,27,36,58
2020-05-08,28,16,67
2020-05-08,28,19,2087
2020-05-08,28,45,3587
2020-05-08,28,5,125
2020-05-08,30,2,555
2020-05-08,30,3,3253
2020-05-08,30,4,2114
2020-05-08,30,18,38
2020-05-08,30,46,28
